timestamp,open,high,low,close,volume
2026-03-14 12:00:00,70751.42,70941.17,70501.0,70580.09,2537.57782
2026-03-14 16:00:00,70580.09,70740.34,70500.0,70700.0,686.93095
2026-03-14 20:00:00,70699.99,71253.17,70650.09,71211.95,854.74443
2026-03-15 00:00:00,71211.95,71634.08,70858.82,71363.14,2591.56425
2026-03-15 04:00:00,71363.13,71800.68,71330.66,71453.59,2377.69395
2026-03-15 08:00:00,71453.59,71940.49,71453.59,71839.42,2170.1455
2026-03-15 12:00:00,71839.41,71839.42,71263.99,71481.24,2095.3494
2026-03-15 16:00:00,71481.24,71989.93,71320.08,71549.94,1241.1248
2026-03-15 20:00:00,71549.94,73199.0,71433.75,72815.24,3561.42914
2026-03-16 00:00:00,72815.25,74330.34,72270.41,73573.32,5313.15699
2026-03-16 04:00:00,73573.31,74451.03,73385.18,73456.68,5517.22506
2026-03-16 08:00:00,73456.69,73838.76,72888.8,73552.77,3812.93394
2026-03-16 12:00:00,73552.78,74509.52,72990.52,73274.76,5744.41989
2026-03-16 16:00:00,73274.75,74418.6,73160.66,73963.0,4131.80846
2026-03-16 20:00:00,73963.0,74909.08,73863.2,74884.67,3889.98585
2026-03-17 00:00:00,74884.67,76000.0,74268.73,74463.98,6925.21053
2026-03-17 04:00:00,74463.98,74712.89,73784.0,74249.32,4918.92532
2026-03-17 08:00:00,74249.32,74452.97,73560.98,74033.11,3022.84272
2026-03-17 12:00:00,74033.1,74893.94,73399.19,73914.39,4507.55719
2026-03-17 16:00:00,73914.4,74800.0,73855.24,74512.17,3050.04683
2026-03-17 20:00:00,74511.21,74799.0,73871.74,73909.36,2096.68377
2026-03-18 00:00:00,73909.37,74672.34,73535.36,74446.14,2220.38681
2026-03-18 04:00:00,74446.14,74486.3,73700.01,73883.8,2292.66886
2026-03-18 08:00:00,73883.8,74281.33,72800.0,72952.85,3439.26859
2026-03-18 12:00:00,72952.85,72981.79,70857.21,71467.82,8373.20589
2026-03-18 16:00:00,71467.82,72000.5,70933.85,71072.38,4336.24884
2026-03-18 20:00:00,71072.38,71451.22,70500.0,71246.54,2731.10194
2026-03-19 00:00:00,71246.55,71613.79,70902.37,71215.39,2427.94963
2026-03-19 04:00:00,71215.39,71215.39,69478.51,70191.17,4492.82933
2026-03-19 08:00:00,70191.16,70560.91,69900.0,69952.75,3434.1741
2026-03-19 12:00:00,69952.75,70179.53,68793.35,69412.51,6707.39933
2026-03-19 16:00:00,69412.52,70596.42,69122.03,70271.99,3251.17683
2026-03-19 20:00:00,70272.0,70695.6,69718.23,69930.0,2051.28897
2026-03-20 00:00:00,69930.01,70809.43,69837.1,70729.92,2423.03588
2026-03-20 04:00:00,70729.93,70969.71,70160.06,70854.66,2609.94577
2026-03-20 08:00:00,70854.66,71367.0,70218.68,70478.71,3112.13588
2026-03-20 12:00:00,70478.71,70685.63,69480.0,69860.09,4715.91571
2026-03-20 16:00:00,69860.09,70190.18,69388.0,70177.86,3079.98123
2026-03-20 20:00:00,70177.85,70923.75,69754.71,70510.73,2180.15298
2026-03-21 00:00:00,70510.73,70826.0,70431.67,70657.35,1194.32406
2026-03-21 04:00:00,70657.35,70879.76,70617.05,70727.33,2717.2463
2026-03-21 08:00:00,70727.33,70753.79,70492.02,70652.72,2045.34328
2026-03-21 12:00:00,70652.73,71100.94,70453.09,70630.02,1644.14012
2026-03-21 16:00:00,70630.02,70652.64,70210.0,70396.0,1221.39503
2026-03-21 20:00:00,70396.01,70516.82,68571.42,68918.12,4574.71871
2026-03-22 00:00:00,68918.12,69588.79,68228.5,69339.99,4148.48971
2026-03-22 04:00:00,69340.0,69526.85,68892.93,68919.38,1759.92655
2026-03-22 08:00:00,68919.37,68990.67,68110.55,68217.95,2582.06971
2026-03-22 12:00:00,68217.94,69005.71,68199.04,68847.96,1809.03421
2026-03-22 16:00:00,68847.97,68885.53,68145.01,68199.93,1323.42339
2026-03-22 20:00:00,68199.93,68498.4,67360.66,67859.0,3220.84325
2026-03-23 00:00:00,67859.0,68585.12,67445.18,68074.6,2495.61558
2026-03-23 04:00:00,68074.6,68915.4,67502.48,68333.16,4814.40128
2026-03-23 08:00:00,68333.16,71499.0,67916.14,70122.15,9165.95784
2026-03-23 12:00:00,70122.15,71817.09,69671.95,70131.48,7343.07463
2026-03-23 16:00:00,70131.48,71246.01,70131.47,70679.05,3251.32187
2026-03-23 20:00:00,70679.04,70998.0,70404.39,70906.45,1264.71999
2026-03-24 00:00:00,70906.45,71099.96,70278.46,70542.9,2279.09671
2026-03-24 04:00:00,70542.9,71400.0,70119.06,71291.7,3689.3445
2026-03-24 08:00:00,71291.7,71368.61,70850.11,71157.77,2477.92852
2026-03-24 12:00:00,71157.77,71177.66,69507.34,69873.04,5583.13531
2026-03-24 16:00:00,69873.04,70001.92,68923.07,69377.33,3539.49609
2026-03-24 20:00:00,69377.33,70832.54,69296.15,70556.74,3133.42131
2026-03-25 00:00:00,70556.74,71100.28,70408.0,70716.7,2504.53992
2026-03-25 04:00:00,70716.7,71345.0,70703.83,70926.88,2879.13545
2026-03-25 08:00:00,70926.88,72026.09,70800.0,71678.97,3287.51237
2026-03-25 12:00:00,71678.97,71963.71,70530.47,70832.99,4210.48461
2026-03-25 16:00:00,70832.99,71752.88,70681.07,70883.31,2995.16787
2026-03-25 20:00:00,70883.32,71594.11,70646.34,71336.53,1842.66044
2026-03-26 00:00:00,71336.53,71436.82,70672.37,70921.47,2157.03878
2026-03-26 04:00:00,70921.47,70921.47,69805.0,70087.44,3434.08444
2026-03-26 08:00:00,70087.44,70144.44,69192.96,69276.01,3321.72857
2026-03-26 12:00:00,69276.01,69877.45,68632.4,69082.64,4699.85538
2026-03-26 16:00:00,69082.64,69162.0,68153.0,68534.36,4026.59411
2026-03-26 20:00:00,68534.37,69478.42,68436.74,68820.31,3181.1564
2026-03-27 00:00:00,68820.31,69179.05,68531.37,68767.51,2714.9612
2026-03-27 04:00:00,68767.5,68955.53,68304.14,68540.48,3934.07819
2026-03-27 08:00:00,68540.49,68635.07,66231.96,66702.78,7325.96218
2026-03-27 12:00:00,66702.78,66773.25,65730.17,66112.82,8273.04177
2026-03-27 16:00:00,66112.82,66290.0,65548.25,66040.66,3963.05735
2026-03-27 20:00:00,66040.65,66420.75,65817.44,66407.28,2392.59488
2026-03-28 00:00:00,66407.28,66520.46,65932.09,66240.0,2309.42704
2026-03-28 04:00:00,66240.0,66573.61,66110.0,66561.48,2351.82142
2026-03-28 08:00:00,66561.49,66570.09,66124.4,66319.47,1871.98665
